Scenario_ID,Model,Scenario,Region,Variable,Unit,Year,Value
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_cost100,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,Latin America,Secondary Energy|Electricity,EJ/yr,2050,16.828681372015
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_cost100,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.082415935158067
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_cost100,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,OECD Countries,Secondary Energy|Electricity,EJ/yr,2050,69.8937663824645
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_cost100,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2050,1.74352672751231
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_cost100,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,World,Secondary Energy|Electricity,EJ/yr,2050,235.08377765917
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_cost100,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,World,Secondary Energy|Electricity|Gas,EJ/yr,2050,4.51190999798158
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,Asia,Secondary Energy|Electricity,EJ/yr,2050,100.028309031913
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.9785700739793
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2050,12.5683997766279
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,6.99616141616794e-05
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2050,35.1411136378825
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2050,1.82971766372411
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,Latin America,Secondary Energy|Electricity,EJ/yr,2050,16.9640862972919
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.105928098227905
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,OECD Countries,Secondary Energy|Electricity,EJ/yr,2050,69.7469121063132
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2050,1.76906907653375
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,World,Secondary Energy|Electricity,EJ/yr,2050,234.448820850028
MESSAGE-GLOBIOM 1.0 - EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,World,Secondary Energy|Electricity|Gas,EJ/yr,2050,4.68335487407923
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity,EJ/yr,2050,98.2681
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.5154
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2050,11.35083
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.11133
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2050,30.7563
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.89427
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,2050,17.37012
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.055929999999999
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,2050,67.0394599999999
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2050,1.2985
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,2050,224.785
MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity|Gas,EJ/yr,2050,2.87
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Asia,Secondary Energy|Electricity,EJ/yr,2050,111.875452235499
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,1.27629821750312
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2050,12.1317751313722
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.148534268971986
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2050,38.8678163834253
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2050,1.92016256125736
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity,EJ/yr,2050,19.1108856290324
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.212958529168651
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity,EJ/yr,2050,75.4959534774059
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2050,2.5586069810935
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity,EJ/yr,2050,257.481882856735
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,2050,6.11656055799461
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,Asia,Secondary Energy|Electricity,EJ/yr,2050,115.680832981374
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.159202397480919
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2050,17.6008041384895
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,6.43767023432025e-05
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2050,40.5655144807169
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.050341661109818
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,Latin America,Secondary Energy|Electricity,EJ/yr,2050,21.4185384510595
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.0001115426029295
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,OECD Countries,Secondary Energy|Electricity,EJ/yr,2050,73.3011891553761
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.208295552437372
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,World,Secondary Energy|Electricity,EJ/yr,2050,268.566879207016
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,World,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.418015530333384
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,Asia,Secondary Energy|Electricity,EJ/yr,2050,118.958732070669
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.217239303255397
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2050,18.3440090571604
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.00629880845265
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2050,41.6377267109304
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.325672078724642
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,Latin America,Secondary Energy|Electricity,EJ/yr,2050,21.5592259024347
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.002814117462302
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,OECD Countries,Secondary Energy|Electricity,EJ/yr,2050,76.4408233114872
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.482596180257132
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,World,Secondary Energy|Electricity,EJ/yr,2050,276.940517052682
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,World,Secondary Energy|Electricity|Gas,EJ/yr,2050,1.03462048815212
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,Asia,Secondary Energy|Electricity,EJ/yr,2050,107.798886467777
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.392654703978286
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2050,17.0973938006789
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.001703496556068
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2050,34.1938722754304
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.455488062176491
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,Latin America,Secondary Energy|Electricity,EJ/yr,2050,18.3249361430377
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.025619443919719
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,OECD Countries,Secondary Energy|Electricity,EJ/yr,2050,69.574532880288
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.842877109141342
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,World,Secondary Energy|Electricity,EJ/yr,2050,246.989621567212
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,World,Secondary Energy|Electricity|Gas,EJ/yr,2050,1.7183428157719
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,Asia,Secondary Energy|Electricity,EJ/yr,2050,119.726786079182
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.158917653188825
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2050,19.3214991148455
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.011998815386177
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2050,41.6364782238942
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.377226711020948
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,Latin America,Secondary Energy|Electricity,EJ/yr,2050,19.6542708136821
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.00300008409322
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,OECD Countries,Secondary Energy|Electricity,EJ/yr,2050,79.1527771736756
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.561483285506869
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,World,Secondary Energy|Electricity,EJ/yr,2050,279.49181140528
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,World,Secondary Energy|Electricity|Gas,EJ/yr,2050,1.11262654919604
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,Asia,Secondary Energy|Electricity,EJ/yr,2050,120.295241799378
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.200807201014231
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2050,18.6675213496009
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.036403718311931
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2050,40.9564042491634
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.398951237297612
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,Latin America,Secondary Energy|Electricity,EJ/yr,2050,20.7351298319362
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.005632305132765
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,OECD Countries,Secondary Energy|Electricity,EJ/yr,2050,76.4844927872719
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.692970469310384
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,World,Secondary Energy|Electricity,EJ/yr,2050,277.13879001735
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,World,Secondary Energy|Electricity|Gas,EJ/yr,2050,1.33476493106692
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,Asia,Secondary Energy|Electricity,EJ/yr,2050,119.188747729801
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.26443550983174
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2050,18.592670432285
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.04322666198941
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2050,41.0248916154612
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.39802197217775
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,Latin America,Secondary Energy|Electricity,EJ/yr,2050,20.714683014047
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.01522345679006
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,OECD Countries,Secondary Energy|Electricity,EJ/yr,2050,76.2245723700489
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.704577881290761
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,World,Secondary Energy|Electricity,EJ/yr,2050,275.745565161643
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,World,Secondary Energy|Electricity|Gas,EJ/yr,2050,1.42548548207972
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,Asia,Secondary Energy|Electricity,EJ/yr,2050,117.705712210178
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.385220629807143
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2050,18.722595080753
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.052950682196478
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2050,41.2473976075988
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.419899203006426
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,Latin America,Secondary Energy|Electricity,EJ/yr,2050,21.4237259515742
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.006792053874723
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,OECD Countries,Secondary Energy|Electricity,EJ/yr,2050,74.6427790138448
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.713851858677956
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,World,Secondary Energy|Electricity,EJ/yr,2050,273.742209863949
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,World,Secondary Energy|Electricity|Gas,EJ/yr,2050,1.57871442756272
MESSAGEix-GLOBIOM_1.1 - NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,Asia,Secondary Energy|Electricity,EJ/yr,2050,107.61131386
MESSAGEix-GLOBIOM_1.1 - NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,0.049956997
MESSAGEix-GLOBIOM_1.1 - NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2050,17.22484102
MESSAGEix-GLOBIOM_1.1 - NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2050,9.57e-05
